author,degree,betweenness,closeness,eigenvector
['Robert B. McGhee',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Ragnar N. Nilsen'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Amedio W Armenti',0.0009840098400984009,0.0,0.0009840098400984009,1.0339894262607107e-13
'S. W. Galley',0.0009840098400984009,0.0,0.0009840098400984009,1.0339894262607107e-13
'R. Goldberg',0.0009840098400984009,0.0,0.0009840098400984009,1.0339894262607107e-13
'James F. Nolan',0.0009840098400984009,0.0,0.0009840098400984009,1.0339894262607107e-13
'A. Sholl'],0.0009840098400984009,0.0,0.0009840098400984009,1.0339894262607107e-13
['Stephen S. Yau',0.0019680196801968018,3.1476692719683107e-06,0.0019680196801968018,1.838710473037717e-17
'Calvin K. Tang'],0.0002460024600246002,0.0,0.001049610496104961,5.853275184002762e-18
['C. Stephen Carr',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Stephen D. Crocker',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Vinton G. Cerf'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
['Martin E. Hellman',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Josef Raviv'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Edward O. Thorp',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'William E. Walden'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Robert Schaback',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Dietrich Braess'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Albert C. L. Chiang',0.0002460024600246002,0.0,0.0005622913371990862,1.0446928679288314e-24
'Albert C. L. Chiang'],0.0002460024600246002,0.0,0.0004428044280442804,1.1215892602368113e-26
['H. Hübner',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'H. Kremer',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'K. O. Linn'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
['Daniel P. Bovet',0.0002460024600246002,0.0,0.0004428044280442804,1.1215892602368113e-26
'Masahiro Tsuchiya'],0.0014760147601476014,6.295338543936621e-06,0.002451541756796878,3.290861154824753e-12
['Joachim H. Ahrens',0.0007380073800738007,2.421284055360239e-07,0.0007380073800738007,2.4632970961735815e-23
'Ulrich Dieter',0.0004920049200492004,0.0,0.0005535055350553505,2.1052265147310135e-23
'A. Grube'],0.0004920049200492004,0.0,0.0005535055350553505,2.1052265147310135e-23
['Thammavarapu R. N. Rao',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Avtar K. Trehan'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Barry Litofsky'],0.0002460024600246002,0.0,0.0004428044280442804,1.1351147114894117e-23
['David C. Luckham',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Peter B. Andrews'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Murray J. Haims',0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
'Herbert Freeman'],0.0004920049200492004,1.2106420276801194e-07,0.0004920049200492004,4.006269459784287e-29
'Enrico I. Ancona'],0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
['N. J. A. Sloane',0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
['C. Gordon Bell',0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
'Warren L. G. Koontz'],0.0002460024600246002,0.0,0.0006833401667350008,4.1243231226792134e-23
'Jan Gecsei',0.0007380073800738007,0.0,0.0018522538166558134,1.4514005582487256e-12
'Donald R. Slutz',0.0007380073800738007,0.0,0.0018522538166558134,1.4514005582487256e-12
'Irving L. Traiger'],0.0019680196801968018,8.837686802064871e-06,0.0023324677691221353,2.985933905027601e-12
['F. P. Mathur',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Algirdas Avižienis'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Lloyd R. Welch'],0.0004920049200492004,2.421284055360239e-07,0.0005535055350553505,2.0618872256535105e-27
'Joseph Peter Costello'],0.0002460024600246002,0.0,0.0006833401667350008,1.9276164740222686e-21
['Tzay Y. Young',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Giorgio Coraluppi'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Alfred V. Aho',0.001230012300123001,6.755382514455066e-05,0.004351797903943952,3.905825496036638e-08
['Dimitris G. Maritsas',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'M. G. Hartley'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Renwick E. Curry',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Wallace E. Vander Velde',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'J. E. Potter'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
['Kneale T. Marshall',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Robert M. Oliver'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Henry D. Chadwick',0.0002460024600246002,0.0,0.0005622913371990862,1.0446928679288314e-24
['Gene B. Goldstein',0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
['Honien Liu',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Douglas W. Holmes'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Derek G. Corneil',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'C. C. Gotlieb'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['David Barton',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'S. R. Bourne',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'J. R. Horton'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
['Michael Radnor',0.0007380073800738007,2.421284055360239e-07,0.0007380073800738007,2.4632970961735815e-23
'Albert H. Rubenstein',0.0004920049200492004,0.0,0.0005535055350553505,2.1052265147310135e-23
'David A. Tansik'],0.0004920049200492004,0.0,0.0005535055350553505,2.1052265147310135e-23
'Sheila A. Greibach'],0.0002460024600246002,0.0,0.0009643296432964331,2.3618210524918034e-16
['T. T. Kadota',0.0007380073800738007,6.053210138400597e-08,0.0008610086100861009,2.7478690595327747e-19
'Moshe Zakai',0.0004920049200492004,0.0,0.0008036080360803608,2.1795492923400214e-19
['W.A. Brinsfield',0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
['Daniel J. Costello',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Thomas N. Morrissey'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Mokhtar S. Bazaraa',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Jamie J. Goode',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'C. M. Shetty'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
['Peter M. Will',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Keith S. Pennington'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Harry G. Barrow',0.0007380073800738007,0.0,0.0007380073800738007,1.844698778641197e-18
'Donald Michie',0.0007380073800738007,0.0,0.0007380073800738007,1.844698778641197e-18
'R. J. Popplestone',0.0007380073800738007,0.0,0.0007380073800738007,1.844698778641197e-18
'Stephen H. Salter'],0.0007380073800738007,0.0,0.0007380073800738007,1.844698778641197e-18
'Imre Simon'],0.0002460024600246002,0.0,0.0004920049200492004,8.178628063636233e-26
['Yoshihiro Tohma',0.0007380073800738007,2.421284055360239e-07,0.0007380073800738007,2.4632970961735827e-23
'Susumu Aoyagi'],0.0002460024600246002,0.0,0.0004428044280442804,1.135114711489412e-23
['Laurence E. DeCuir',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Robert W. Garrett'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Charles Kellogg',0.0007380073800738007,0.0,0.0014470732942623544,0.00037469940386652257
'John D. Burger',0.0007380073800738007,0.0,0.0014470732942623544,0.00037469940386652257
'Timothy Diller',0.002460024600246002,2.5423482581282507e-06,0.0024600246002460025,0.0019030539076928593
'Kenneth J Fogt'],0.0007380073800738007,0.0,0.0014470732942623544,0.00037469940386652257
['Robertx L. Constable',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'David Gries'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Richard E. Schwartz',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Clive L. Dym'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['E. G. Coffman',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'M. J. Elphick',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Arie Shoshani'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
['Ronald E. Davis',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'David Kendrick',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Martin Weitzman'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
['Tom Stack',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Sue Walker'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Willard G. Bouricius',0.0009840098400984009,0.0,0.0014232999472851872,1.073532847101581e-09
'William C. Carter',0.0014760147601476014,1.6948988387521673e-06,0.0016605166051660517,1.1688850046361988e-09
'Donald C. Jessep',0.0017220172201722016,9.079815207600896e-07,0.0018114726601811473,1.5902438007855946e-09
'Peter Schneider',0.0017220172201722016,9.079815207600896e-07,0.0018114726601811473,1.5902438007855946e-09
'Aspi B. Wadia'],0.0009840098400984009,0.0,0.0014232999472851872,1.073532847101581e-09
['Hamdy A. Taha',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Guy L. Curry'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Michael J. Flynn',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Robert F. Rosin'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Joseph Winograd',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'S. J. Morganstein',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'R. Herman'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Gary A. Kildall'],0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
['Ovidiu Crisan',0.0002460024600246002,0.0,0.0005622913371990862,1.0446928679288314e-24
'Thomas J. Higgins'],0.0009840098400984009,7.263852166080717e-07,0.0009840098400984009,2.089385735857663e-24
['Jack Nadler',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Joan Eilbott'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['L. J. Forys',0.0014760147601476014,0.0,0.0014760147601476014,1.4955118060825107e-06
'H. Heffes',0.0014760147601476014,0.0,0.0014760147601476014,1.4955118060825107e-06
'J. M. Holtzman',0.0014760147601476014,0.0,0.0014760147601476014,1.4955118060825107e-06
'S. Horing',0.0014760147601476014,0.0,0.0014760147601476014,1.4955118060825107e-06
'E. J. Messerli',0.0014760147601476014,0.0,0.0014760147601476014,1.4955118060825107e-06
'Morton I. Schwartz',0.0014760147601476014,0.0,0.0014760147601476014,1.4955118060825107e-06
'Josephine Abbott Stiles'],0.0014760147601476014,0.0,0.0014760147601476014,1.4955118060825107e-06
['Gerald L. Gottlieb',0.0004920049200492004,0.0,0.001004510045100451,7.30159776632167e-18
'Gyan C. Agarwal',0.0004920049200492004,0.0,0.001004510045100451,7.30159776632167e-18
['Dan Cohen',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'John M. McQuillan'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Gary K. Maki',0.0004920049200492004,1.2106420276801194e-07,0.0004920049200492004,4.006269459784287e-29
'James H. Tracey'],0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
'Richard M. Karp'],0.0002460024600246002,0.0,0.003000634845058128,5.180986727925754e-09
['Frederic A. Miercort',0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
'Richard M. Soland'],0.0004920049200492004,1.2106420276801194e-07,0.0004920049200492004,4.006269459784287e-29
['Arthur J. Bernstein',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'John C. Sharp'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Richard Fikes',0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
'Nils J. Nilsson'],0.0004920049200492004,1.2106420276801194e-07,0.0004920049200492004,4.006269459784287e-29
['Sukumar Ghosh',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Arun Kumar Choudhury'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Yasuyoshi Ohyama',0.0004920049200492004,0.0,0.0005535055350553505,2.105226514731014e-23
'R. K. Sakai'],0.0004920049200492004,0.0,0.0005535055350553505,2.105226514731014e-23
['Carl G. Jockusch',0.0007380073800738007,3.6319260830403585e-07,0.0007380073800738007,1.9426495839537485e-26
'Robert I. Soare'],0.0002460024600246002,0.0,0.0004428044280442804,1.1215892602368113e-26
['Hans Bekic',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Kurt Walk'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Ching-Chy Wang',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Vincent Y. Lum'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Richard D. Smallwood',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Edward J. Sondik',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Fred L. Offensend'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
['Rex Rice',0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
'William R. Smith'],0.0004920049200492004,1.2106420276801194e-07,0.0004920049200492004,4.006269459784287e-29
['Anthony J. Winkler',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Alfred G. Dale'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Hisashi Osawa',0.0004920049200492004,0.0,0.0013666803334700015,2.875849248620545e-10
'Norihiko Morinaga',0.0004920049200492004,0.0,0.0013666803334700015,2.875849248620545e-10
'Toshihiko Namekawa'],0.002460024600246002,3.0266050692002988e-06,0.0024600246002460025,1.1482109744395783e-09
['Giovanni B. Gerace',0.0007380073800738007,0.0,0.0007380073800738007,1.844698778641197e-18
'L. Gilli',0.0007380073800738007,0.0,0.0007380073800738007,1.844698778641197e-18
'Piero Maestrini',0.0007380073800738007,0.0,0.0007380073800738007,1.844698778641197e-18
'Angelo Raffaele Meo'],0.0007380073800738007,0.0,0.0007380073800738007,1.844698778641197e-18
['Walter A. Burkhard',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Frederick Kroon'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Michiyuki Sugino',0.0007380073800738007,0.0,0.000948866631523458,1.3182117351937395e-16
'Yasumitsu Ienaga',0.0007380073800738007,0.0,0.000948866631523458,1.3182117351937395e-16
'Nobuki Tokura',0.0007380073800738007,0.0,0.000948866631523458,1.3182117351937395e-16
['Carlo J. Evangelisti',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Stephen P. Morse'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Zohar Manna',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Richard J. Waldinger'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Donald L. Snyder',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'L.D. Collins'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Lalit R. Bahl',0.0004920049200492004,3.6319260830403585e-07,0.0005622913371990862,1.53211942209528e-26
'Frederick Jelinek'],0.0004920049200492004,4.842568110720478e-07,0.0006560065600656006,1.7691391215547276e-26
['Nathaniel Macon',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Maxine Kiefer'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Algirdas Avizienis',0.001230012300123001,0.0,0.0012300123001230013,7.841464017868166e-10
'G. C. Gilley',0.001230012300123001,0.0,0.0012300123001230013,7.841464017868166e-10
'F. P. Mathur',0.001230012300123001,0.0,0.0012300123001230013,7.841464017868166e-10
'David A. Rennels',0.001230012300123001,0.0,0.0012300123001230013,7.841464017868166e-10
'John A. Rohr',0.001230012300123001,0.0,0.0012300123001230013,7.841464017868166e-10
'David Rubin'],0.001230012300123001,0.0,0.0012300123001230013,7.841464017868166e-10
['Mohamed Y. Osman',0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
'C. Dennis Weiss'],0.0004920049200492004,1.2106420276801194e-07,0.0004920049200492004,4.006269459784287e-29
'Shu Lin'],0.0002460024600246002,0.0,0.0005622913371990862,1.6153398543414039e-22
['Harry C. Andrews',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Kenneth L. Caspari'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Lawrence D. Bodin',0.0009840098400984009,3.6319260830403585e-07,0.0009840098400984009,5.868591042769805e-18
'T. G. Roefs'],0.0002460024600246002,0.0,0.0005622913371990862,1.9016018984668016e-18
['Shinichi Tamura',0.0004920049200492004,0.0,0.0013666803334700015,9.165412875829884e-14
'Seihaku Higuchi',0.0004920049200492004,0.0,0.0013666803334700015,9.165412875829884e-14
'Kokichi Tanaka'],0.002460024600246002,4.479375502416442e-06,0.0024600246002460025,2.785398995631961e-13
['Jack Minker',0.0014760147601476014,1.5738346359841553e-06,0.0014760147601476014,4.888007791713206e-19
'Sam Rosenfeld'],0.0002460024600246002,0.0,0.0008050989600805099,1.7116236606224377e-19
['Ronald William Landgraff',0.0002460024600246002,0.0,0.0006833401667350008,4.1243231226792134e-23
['Joseph Peter Costello',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Edward A. Patrick'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['L.D. Higgins',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Francis J. Smith'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Richard J. Feiertag',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Elliott I. Organick'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['William C. Carter',0.0009840098400984009,0.0,0.0012453874538745388,1.0422847761691988e-09
'Aspi B. Wadia',0.0009840098400984009,0.0,0.0012453874538745388,1.0422847761691988e-09
'Willard G. Bouricius'],0.0009840098400984009,0.0,0.0012453874538745388,1.0422847761691988e-09
['Joseph Terdiman',0.0004920049200492004,0.0,0.001004510045100451,7.30159776632167e-18
'James D. Smith',0.0004920049200492004,0.0,0.001004510045100451,7.30159776632167e-18
['Michael J. Fischer',0.0002460024600246002,0.0,0.0012533177963358583,2.5506778479944213e-13
'Albert R. Meyer'],0.0009840098400984009,4.96363231348849e-06,0.0016089890628636018,1.1032715819201253e-12
['Tadao Takaoka',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Hisashi Mine'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['A. P. Bonaert',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'A. J. Koivo'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['D. R. Fulkerson',0.0002460024600246002,0.0,0.0005622913371990862,1.6153398543414034e-22
'Lloyd S. Shapley'],0.0009840098400984009,6.053210138400597e-07,0.0009840098400984009,3.784617031266386e-22
['Toby J. Teorey',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Tad B. Pinkerton'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Allen Klinger',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Arnold Kochman',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Nikitas A. Alexandridis'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
['James S. Albus',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Jeffrey Yeh'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Thomas J. Manetsch',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Marvin L. Hayenga',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'A. N. Halter'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
['Roy Louis Hoffman',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'John W. McCullough'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Gilman D. Chesley',0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
['Caxton C. Foster',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Robert H. Gonter'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Neil J. Stillman',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Casper R. DeFiore',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'P. Bruce Berra'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Aaron D. Wyner',0.0004920049200492004,0.0,0.0008036080360803608,2.1795492923400214e-19
['Rexford M. Morey',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Mb Adams',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Emil M. Laga'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
['Leon S. Levy',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Aravind K. Joshi'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Nicholas V. Findler',0.0004920049200492004,1.2106420276801194e-07,0.0004920049200492004,4.006269459784287e-29
'David Chen'],0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
['W. E. Toms',0.0002460024600246002,0.0,0.0004428044280442804,1.1215892602368113e-26
['Ronald V. Book',0.0007380073800738007,0.0,0.0014611055201461107,1.4491873460190853e-15
'Shimon Even',0.001230012300123001,5.932145935632585e-06,0.001854480083262371,1.9264262475703123e-15
'Gene Ott'],0.0007380073800738007,0.0,0.0014611055201461107,1.4491873460190855e-15
['Frederick Jelinek',0.0007380073800738007,2.421284055360239e-07,0.0007380073800738007,2.4632970961735827e-23
'John B. Anderson'],0.0002460024600246002,0.0,0.0004428044280442804,1.135114711489412e-23
['Vincent Y. Lum',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'P. S. T. Yuen',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Melissa D. Dodd'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Parker R. Blevins'],0.0002460024600246002,0.0,0.001870913445976565,6.428460802044199e-13
'Rex Rice',0.0017220172201722016,0.0,0.0017493508268416015,0.0011752294562066292
'Gilman D. Chesley',0.0017220172201722016,0.0,0.0017493508268416015,0.0011752294562066292
'Theodore A. Laliotis',0.0017220172201722016,0.0,0.0017493508268416015,0.0011752294562066292
'Stephen F. Lundstrom',0.0017220172201722016,0.0,0.0017493508268416015,0.0011752294562066292
'Myron A. Calhoun',0.0017220172201722016,0.0,0.0017493508268416015,0.0011752294562066292
'Lawrence D. Gerould',0.0017220172201722016,0.0,0.0017493508268416015,0.0011752294562066292
'Thomas Genn Cook'],0.0017220172201722016,0.0,0.0017493508268416015,0.0011752294562066292
['Jean-Loup Baer',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Robert A. Caughey'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['John H. Cumberland',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Bruce N. Stram'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Dorothee Arold',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Lutz Bernhardt',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'Ludwig Staiger'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
['James L. Wood',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'C. Flanagan',0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
'H. E. Kennedy'],0.0004920049200492004,0.0,0.0004920049200492004,1.3929238239051083e-24
['Geng Seng Fang',0.0002460024600246002,0.0,0.0003280032800328003,2.832860302274036e-29
'Theodosios Pavlidis'],0.0004920049200492004,1.2106420276801194e-07,0.0004920049200492004,4.006269459784287e-29
['Malcolm P. Atkinson',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'S. R. Lang'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['J. W. de Bakker',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Willem P. de Roever'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Maurice Clint',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'C. A. R. Hoare'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Bernard K. Plagman',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Gene Altshuler'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Alfred Blumstein',0.0007380073800738007,0.0,0.0007380073800738007,1.844698778641197e-18
'R. Gordon Cassidy',0.0007380073800738007,0.0,0.0007380073800738007,1.844698778641197e-18
'Wilpen Gorr',0.0007380073800738007,0.0,0.0007380073800738007,1.844698778641197e-18
'Anthony S. Walters'],0.0007380073800738007,0.0,0.0007380073800738007,1.844698778641197e-18
['Harry E. Pople',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Gerhard Werner'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['F. J. MacWilliams',0.0004920049200492004,0.0,0.001004510045100451,2.822840074194602e-13
'C. L. Mallows',0.0004920049200492004,0.0,0.001004510045100451,2.822840074194602e-13
'N. J. A. Sloane'],0.0017220172201722016,1.6948988387521673e-06,0.0017220172201722018,9.030587784127032e-13
['Y. E. Chen',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Donald L. Epley'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Alan G. Merten',0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
'Daniel Teichroew'],0.0002460024600246002,0.0,0.0002460024600246002,3.276843292072579e-33
['Thomas Kailath',0.0007380073800738007,2.421284055360239e-07,0.0007380073800738007,2.4632970961735827e-23
